opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00003797,3797,ACC000133,Commande 3797,Closed Won,47682.1,100.0,2023-05-22,2023-03-17,Recommandation,Client Existant - Reduction,59
OPP00003798,3798,ACC000845,Commande 3798,Qualification,12083.62,43.8,2022-09-30,2022-01-05,Partenaire,Client Existant - Renouvellement,11
OPP00003799,3799,ACC000381,Commande 3799,Closed Won,87596.68,100.0,2023-04-18,2022-08-21,Email,Client Existant - Extension,61
OPP00003800,3800,ACC000703,Commande 3800,Qualification,55128.65,76.7,2021-09-27,2021-08-22,Reseaux Sociaux,Client Existant - Reduction,
OPP00003801,3801,ACC000845,Commande 3801,Closed Won,85115.69,100.0,2025-03-12,2024-08-06,Site Web,Client Existant - Extension,
OPP00003802,3802,ACC000761,Commande 3802,Closed Won,70000.61,100.0,2023-02-26,2022-04-29,Reseaux Sociaux,Nouveau Client,48
OPP00003803,3803,ACC000701,Commande 3803,Closed Won,75688.49,100.0,2024-08-14,2024-03-08,Salon du Livre,Client Existant - Extension,
OPP00003804,3804,ACC000942,Commande 3804,Analyse,77725.11,11.6,2023-04-25,2022-10-05,Site Web,Nouveau Client,53
OPP00003805,3805,ACC000575,Commande 3805,Closed Won,23554.34,100.0,2022-07-05,2022-04-19,Partenaire,Client Existant - Extension,
OPP00003806,3806,ACC000819,Commande 3806,Closed Won,32208.97,100.0,2023-11-04,2023-02-01,Site Web,Nouveau Client,82
OPP00003807,3807,ACC000057,Commande 3807,Negociation,23085.86,69.7,2023-03-23,2022-05-23,Partenaire,Nouveau Client,9
OPP00003808,3808,ACC000629,Commande 3808,Negociation,66059.6,50.0,2023-08-23,2023-05-28,Site Web,Nouveau Client,73
OPP00003809,3809,ACC000610,Commande 3809,Negociation,38795.89,36.1,2023-07-28,2022-10-21,Reseaux Sociaux,Client Existant - Extension,5
OPP00003810,3810,ACC000379,Commande 3810,Closed Won,31989.87,100.0,2024-03-29,2023-09-15,Site Web,Nouveau Client,9
OPP00003811,3811,ACC000594,Commande 3811,Closed Won,3858.68,100.0,2024-10-25,2024-05-12,Partenaire,Client Existant - Renouvellement,100
OPP00003812,3812,ACC000945,Commande 3812,Negociation,20212.99,35.9,2023-07-26,2023-02-18,Partenaire,Nouveau Client,94
OPP00003813,3813,ACC000721,Commande 3813,Closed Won,33308.75,100.0,2024-11-19,2024-08-26,Reseaux Sociaux,Client Existant - Extension,
OPP00003814,3814,ACC000091,Commande 3814,Proposition,7384.0,14.3,2024-09-10,2023-10-12,Site Web,Nouveau Client,92
OPP00003815,3815,ACC000307,Commande 3815,Proposition,43913.87,68.3,2022-11-18,2022-08-09,Reseaux Sociaux,Client Existant - Reduction,
OPP00003816,3816,ACC000257,Commande 3816,Qualification,72745.63,47.1,2025-03-13,2024-06-08,Salon du Livre,Client Existant - Extension,54
OPP00003817,3817,ACC000591,Commande 3817,Closed Won,9029.15,100.0,2021-12-29,2021-10-14,Site Web,Client Existant - Renouvellement,88
OPP00003818,3818,ACC000749,Commande 3818,Closed Won,61314.68,100.0,2022-01-21,2021-06-30,Email,Client Existant - Extension,25
OPP00003819,3819,ACC000557,Commande 3819,Proposition,47987.82,45.0,2022-09-05,2022-05-19,Email,Client Existant - Renouvellement,20
OPP00003820,3820,ACC000763,Commande 3820,Closed Won,65501.18,100.0,2022-02-05,2021-06-22,Demarchage,Client Existant - Renouvellement,
OPP00003821,3821,ACC000020,Commande 3821,Proposition,63304.91,75.0,2023-06-02,2023-02-05,Recommandation,Client Existant - Reduction,100
OPP00003822,3822,ACC000377,Commande 3822,Negociation,36981.07,26.9,2025-03-16,2024-06-13,Partenaire,Client Existant - Renouvellement,
OPP00003823,3823,ACC000494,Commande 3823,Qualification,42949.34,42.3,2024-08-04,2024-02-05,Email,Client Existant - Extension,76
OPP00003824,3824,ACC000098,Commande 3824,Proposition,75671.65,64.6,2024-01-20,2023-02-13,Site Web,Client Existant - Reduction,
OPP00003825,3825,ACC000612,Commande 3825,Closed Won,34656.09,100.0,2023-10-06,2023-05-07,Demarchage,Client Existant - Extension,35
OPP00003826,3826,ACC000835,Commande 3826,Qualification,62488.79,37.8,2022-08-30,2022-01-06,Reseaux Sociaux,Client Existant - Extension,
OPP00003827,3827,ACC000655,Commande 3827,Qualification,46649.75,74.7,2022-07-29,2021-12-24,Site Web,Client Existant - Reduction,
OPP00003828,3828,ACC000527,Commande 3828,Proposition,21994.37,26.7,2023-06-11,2022-10-09,Salon du Livre,Nouveau Client,
OPP00003829,3829,ACC000432,Commande 3829,Closed Won,80417.71,100.0,2024-01-25,2023-09-20,Site Web,Client Existant - Renouvellement,46
OPP00003830,3830,ACC000368,Commande 3830,Proposition,86794.27,68.0,2025-03-19,2024-09-04,Site Web,Nouveau Client,
OPP00003831,3831,ACC000214,Commande 3831,Analyse,73896.7,62.5,2025-02-19,2024-06-05,Email,Nouveau Client,28
OPP00003832,3832,ACC000687,Commande 3832,Closed Won,17412.74,100.0,2023-02-12,2022-09-27,Reseaux Sociaux,Client Existant - Extension,
OPP00003833,3833,ACC000983,Commande 3833,Closed Won,99947.5,100.0,2023-11-23,2023-08-14,Salon du Livre,Client Existant - Reduction,41
OPP00003834,3834,ACC000076,Commande 3834,Analyse,75962.28,34.1,2024-03-28,2023-06-29,Partenaire,Client Existant - Reduction,31
OPP00003835,3835,ACC000900,Commande 3835,Closed Won,98250.7,100.0,2024-05-03,2024-02-07,Site Web,Client Existant - Renouvellement,62
OPP00003836,3836,ACC000608,Commande 3836,Closed Won,65634.83,100.0,2022-02-23,2021-07-14,Partenaire,Nouveau Client,53
OPP00003837,3837,ACC000421,Commande 3837,Proposition,95473.21,59.6,2022-10-20,2022-03-01,Site Web,Client Existant - Renouvellement,
OPP00003838,3838,ACC000394,Commande 3838,Analyse,33621.54,56.0,2022-08-05,2022-02-13,Email,Client Existant - Reduction,
OPP00003839,3839,ACC000591,Commande 3839,Closed Won,20127.6,100.0,2024-08-22,2024-02-14,Partenaire,Client Existant - Renouvellement,60
OPP00003840,3840,ACC000759,Commande 3840,Proposition,43825.88,55.7,2021-09-01,2021-06-03,Site Web,Nouveau Client,
OPP00003841,3841,ACC000090,Commande 3841,Closed Won,57861.73,100.0,2023-04-07,2023-03-05,Demarchage,Client Existant - Extension,3
OPP00003842,3842,ACC000425,Commande 3842,Closed Won,47192.44,100.0,2024-07-18,2024-05-20,Partenaire,Client Existant - Renouvellement,45
OPP00003843,3843,ACC000617,Commande 3843,Negociation,32302.85,65.5,2024-12-18,2024-07-20,Reseaux Sociaux,Client Existant - Extension,
OPP00003844,3844,ACC000632,Commande 3844,Closed Won,29597.78,100.0,2022-07-30,2022-05-24,Site Web,Client Existant - Renouvellement,1
OPP00003845,3845,ACC000465,Commande 3845,Negociation,57790.91,47.1,2024-08-05,2024-03-19,Reseaux Sociaux,Nouveau Client,96
OPP00003846,3846,ACC000277,Commande 3846,Closed Won,20469.55,100.0,2023-04-03,2023-02-04,Reseaux Sociaux,Client Existant - Extension,
OPP00003847,3847,ACC000838,Commande 3847,Proposition,94640.91,68.3,2023-05-17,2023-01-06,Demarchage,Client Existant - Renouvellement,
OPP00003848,3848,ACC000653,Commande 3848,Closed Won,63224.63,100.0,2024-07-19,2024-06-08,Partenaire,Nouveau Client,
OPP00003849,3849,ACC000712,Commande 3849,Analyse,62043.59,56.9,2025-02-01,2024-06-25,Reseaux Sociaux,Nouveau Client,62
OPP00003850,3850,ACC000215,Commande 3850,Analyse,48200.88,39.2,2023-08-23,2022-10-22,Salon du Livre,Nouveau Client,4
OPP00003851,3851,ACC000674,Commande 3851,Closed Won,23629.0,100.0,2024-04-23,2023-10-15,Site Web,Client Existant - Reduction,
OPP00003852,3852,ACC000391,Commande 3852,Qualification,23916.86,15.1,2022-08-25,2022-02-14,Site Web,Client Existant - Extension,
OPP00003853,3853,ACC000117,Commande 3853,Proposition,53912.31,47.1,2022-07-19,2022-01-25,Demarchage,Client Existant - Renouvellement,48
OPP00003854,3854,ACC000149,Commande 3854,Closed Won,11854.75,100.0,2024-09-04,2023-12-22,Salon du Livre,Client Existant - Renouvellement,77
OPP00003855,3855,ACC000078,Commande 3855,Proposition,87684.26,51.8,2022-10-17,2022-05-25,Email,Client Existant - Renouvellement,19
OPP00003856,3856,ACC000329,Commande 3856,Closed Won,72189.76,100.0,2022-06-29,2021-10-03,Email,Client Existant - Renouvellement,1
OPP00003857,3857,ACC000504,Commande 3857,Closed Won,40669.59,100.0,2023-04-24,2022-08-30,Partenaire,Client Existant - Extension,12
OPP00003858,3858,ACC000575,Commande 3858,Analyse,86528.58,66.4,2024-12-22,2024-08-23,Email,Client Existant - Renouvellement,84
OPP00003859,3859,ACC000696,Commande 3859,Proposition,13677.54,29.7,2025-02-05,2024-02-24,Email,Client Existant - Reduction,
OPP00003860,3860,ACC000284,Commande 3860,Qualification,68983.18,32.5,2023-08-01,2022-08-23,Email,Client Existant - Renouvellement,
OPP00003861,3861,ACC000059,Commande 3861,Closed Won,80405.05,100.0,2024-06-04,2023-12-20,Salon du Livre,Nouveau Client,
OPP00003862,3862,ACC000959,Commande 3862,Closed Won,59065.48,100.0,2023-03-18,2022-05-12,Demarchage,Client Existant - Renouvellement,17
OPP00003863,3863,ACC000420,Commande 3863,Closed Won,70082.68,100.0,2022-12-10,2022-08-11,Salon du Livre,Nouveau Client,
OPP00003864,3864,ACC000938,Commande 3864,Closed Won,94728.84,100.0,2023-11-21,2022-12-01,Reseaux Sociaux,Client Existant - Renouvellement,27
OPP00003865,3865,ACC000741,Commande 3865,Closed Won,86134.82,100.0,2022-06-20,2021-09-16,Reseaux Sociaux,Nouveau Client,
OPP00003866,3866,ACC000508,Commande 3866,Proposition,71136.89,71.0,2024-08-14,2023-08-30,Email,Client Existant - Extension,86
OPP00003867,3867,ACC000229,Commande 3867,Proposition,45770.92,31.0,2024-06-19,2023-12-23,Demarchage,Client Existant - Extension,
OPP00003868,3868,ACC000891,Commande 3868,Negociation,59901.88,34.5,2022-06-04,2021-06-25,Salon du Livre,Nouveau Client,54
OPP00003869,3869,ACC000582,Commande 3869,Closed Won,65762.41,100.0,2022-07-20,2022-06-07,Reseaux Sociaux,Client Existant - Extension,35
OPP00003870,3870,ACC000819,Commande 3870,Closed Won,55464.15,100.0,2022-11-22,2022-03-18,Email,Client Existant - Renouvellement,4
OPP00003871,3871,ACC000360,Commande 3871,Analyse,5028.61,14.2,2024-12-30,2024-06-10,Demarchage,Client Existant - Extension,32
OPP00003872,3872,ACC000293,Commande 3872,Closed Won,91880.9,100.0,2023-10-08,2023-02-13,Recommandation,Client Existant - Renouvellement,
OPP00003873,3873,ACC000036,Commande 3873,Proposition,71130.41,78.3,2023-12-27,2023-04-13,Site Web,Client Existant - Reduction,27
OPP00003874,3874,ACC000528,Commande 3874,Proposition,95021.01,27.5,2024-12-10,2023-12-16,Site Web,Client Existant - Reduction,
OPP00003875,3875,ACC000325,Commande 3875,Closed Won,60578.17,100.0,2022-08-27,2021-09-15,Email,Client Existant - Extension,89
OPP00003876,3876,ACC000364,Commande 3876,Proposition,90327.59,68.3,2022-06-24,2021-07-06,Reseaux Sociaux,Client Existant - Reduction,22
OPP00003877,3877,ACC000805,Commande 3877,Closed Won,88459.86,100.0,2024-07-20,2024-06-12,Partenaire,Nouveau Client,30
OPP00003878,3878,ACC000365,Commande 3878,Closed Won,20468.02,100.0,2024-11-27,2023-12-18,Demarchage,Client Existant - Extension,2
OPP00003879,3879,ACC000974,Commande 3879,Closed Won,66883.5,100.0,2024-02-04,2023-08-03,Recommandation,Client Existant - Extension,
OPP00003880,3880,ACC000809,Commande 3880,Closed Won,15333.45,100.0,2022-05-30,2021-07-29,Site Web,Client Existant - Reduction,76
OPP00003881,3881,ACC000122,Commande 3881,Negociation,63250.47,35.6,2024-12-28,2024-08-11,Site Web,Client Existant - Reduction,
OPP00003882,3882,ACC000809,Commande 3882,Qualification,74125.86,26.3,2024-02-17,2024-01-04,Salon du Livre,Client Existant - Reduction,72
OPP00003883,3883,ACC000893,Commande 3883,Closed Won,49091.27,100.0,2022-10-20,2022-04-13,Reseaux Sociaux,Client Existant - Renouvellement,76
OPP00003884,3884,ACC000438,Commande 3884,Closed Won,26701.85,100.0,2023-01-17,2022-02-24,Partenaire,Client Existant - Renouvellement,2
OPP00003885,3885,ACC000910,Commande 3885,Closed Won,19846.64,100.0,2022-10-02,2022-01-11,Demarchage,Client Existant - Reduction,
OPP00003886,3886,ACC000532,Commande 3886,Closed Won,60005.07,100.0,2024-12-29,2024-08-14,Site Web,Nouveau Client,
OPP00003887,3887,ACC000654,Commande 3887,Analyse,28394.21,60.3,2023-05-03,2022-05-31,Email,Client Existant - Renouvellement,
OPP00003888,3888,ACC000306,Commande 3888,Proposition,76119.72,52.2,2023-05-17,2023-03-04,Demarchage,Client Existant - Extension,
OPP00003889,3889,ACC000529,Commande 3889,Closed Won,73587.02,100.0,2022-08-26,2022-03-30,Partenaire,Client Existant - Renouvellement,
OPP00003890,3890,ACC000511,Commande 3890,Negociation,91413.4,56.8,2023-11-18,2023-07-13,Email,Client Existant - Reduction,43
OPP00003891,3891,ACC000469,Commande 3891,Proposition,85392.91,77.6,2022-10-08,2022-03-23,Reseaux Sociaux,Nouveau Client,
OPP00003892,3892,ACC000907,Commande 3892,Negociation,32723.34,50.8,2022-10-28,2022-01-04,Recommandation,Client Existant - Renouvellement,
OPP00003893,3893,ACC000636,Commande 3893,Closed Won,54346.75,100.0,2023-02-28,2022-09-02,Reseaux Sociaux,Client Existant - Reduction,
OPP00003894,3894,ACC000534,Commande 3894,Closed Won,94120.31,100.0,2024-08-07,2023-12-28,Reseaux Sociaux,Client Existant - Extension,28
OPP00003895,3895,ACC000409,Commande 3895,Closed Won,16070.85,100.0,2022-02-22,2021-09-18,Reseaux Sociaux,Nouveau Client,5
OPP00003896,3896,ACC000224,Commande 3896,Analyse,45802.97,46.6,2023-01-31,2022-09-13,Demarchage,Nouveau Client,23
OPP00003897,3897,ACC000517,Commande 3897,Negociation,19215.45,40.3,2023-06-23,2023-04-03,Salon du Livre,Client Existant - Extension,
OPP00003898,3898,ACC000202,Commande 3898,Closed Won,53104.22,100.0,2022-09-15,2021-10-17,Reseaux Sociaux,Client Existant - Renouvellement,
OPP00003899,3899,ACC000003,Commande 3899,Closed Won,89198.25,100.0,2024-10-25,2023-12-06,Partenaire,Client Existant - Extension,54
OPP00003900,3900,ACC000951,Commande 3900,Closed Won,4991.02,100.0,2024-11-08,2024-07-26,Recommandation,Client Existant - Renouvellement,40
OPP00003901,3901,ACC000269,Commande 3901,Closed Won,12928.15,100.0,2023-11-14,2023-03-11,Reseaux Sociaux,Client Existant - Extension,94
OPP00003902,3902,ACC000310,Commande 3902,Qualification,31114.28,40.1,2022-12-15,2022-06-17,Email,Client Existant - Extension,
OPP00003903,3903,ACC000316,Commande 3903,Qualification,56691.47,47.8,2024-10-02,2023-10-08,Demarchage,Client Existant - Reduction,
OPP00003904,3904,ACC000673,Commande 3904,Closed Won,35684.08,100.0,2021-09-05,2021-06-12,Reseaux Sociaux,Client Existant - Extension,30
OPP00003905,3905,ACC000078,Commande 3905,Negociation,87113.09,45.3,2023-04-17,2022-12-12,Email,Client Existant - Reduction,85
OPP00003906,3906,ACC000687,Commande 3906,Closed Won,20121.4,100.0,2024-05-27,2023-09-16,Recommandation,Client Existant - Reduction,26
OPP00003907,3907,ACC000011,Commande 3907,Closed Won,99188.45,100.0,2022-11-23,2022-04-12,Demarchage,Client Existant - Extension,40
OPP00003908,3908,ACC000548,Commande 3908,Analyse,52674.71,27.6,2024-09-27,2024-08-11,Site Web,Nouveau Client,
OPP00003909,3909,ACC000752,Commande 3909,Closed Won,22269.63,100.0,2024-10-03,2024-01-26,Demarchage,Client Existant - Reduction,
OPP00003910,3910,ACC000936,Commande 3910,Negociation,19903.57,51.6,2022-11-06,2022-09-18,Demarchage,Nouveau Client,
OPP00003911,3911,ACC000829,Commande 3911,Proposition,43390.09,57.9,2024-07-04,2024-03-04,Demarchage,Client Existant - Renouvellement,63
OPP00003912,3912,ACC000228,Commande 3912,Closed Won,86923.11,100.0,2024-05-21,2023-08-26,Reseaux Sociaux,Client Existant - Reduction,
OPP00003913,3913,ACC000250,Commande 3913,Closed Won,5458.44,100.0,2024-08-09,2024-01-08,Reseaux Sociaux,Nouveau Client,87
OPP00003914,3914,ACC000800,Commande 3914,Negociation,61967.34,49.1,2022-01-08,2021-10-01,Email,Client Existant - Extension,
OPP00003915,3915,ACC000787,Commande 3915,Closed Won,77488.87,100.0,2023-11-18,2023-07-27,Email,Nouveau Client,12
OPP00003916,3916,ACC000241,Commande 3916,Closed Won,75603.59,100.0,2023-05-29,2022-10-10,Recommandation,Client Existant - Renouvellement,48
OPP00003917,3917,ACC000894,Commande 3917,Negociation,93378.49,24.2,2023-05-27,2023-01-19,Recommandation,Client Existant - Reduction,27
OPP00003918,3918,ACC000364,Commande 3918,Proposition,58322.76,65.8,2024-03-29,2024-01-30,Salon du Livre,Client Existant - Reduction,
OPP00003919,3919,ACC000135,Commande 3919,Negociation,31060.13,73.1,2022-02-25,2021-06-17,Site Web,Client Existant - Renouvellement,
OPP00003920,3920,ACC000601,Commande 3920,Proposition,17818.78,18.1,2024-01-16,2023-04-28,Recommandation,Client Existant - Extension,41
OPP00003921,3921,ACC000839,Commande 3921,Closed Won,15248.86,100.0,2024-09-23,2024-07-23,Partenaire,Client Existant - Renouvellement,
OPP00003922,3922,ACC000879,Commande 3922,Proposition,32513.41,78.5,2023-08-31,2023-03-25,Partenaire,Nouveau Client,
OPP00003923,3923,ACC000581,Commande 3923,Closed Won,39981.3,100.0,2024-05-22,2023-09-19,Salon du Livre,Client Existant - Extension,73
OPP00003924,3924,ACC000130,Commande 3924,Negociation,29189.54,19.8,2024-06-19,2024-04-03,Salon du Livre,Client Existant - Extension,
OPP00003925,3925,ACC000820,Commande 3925,Negociation,96175.71,69.4,2022-05-16,2021-11-02,Reseaux Sociaux,Client Existant - Reduction,
OPP00003926,3926,ACC000436,Commande 3926,Closed Won,25949.23,100.0,2023-04-11,2022-10-26,Reseaux Sociaux,Nouveau Client,
OPP00003927,3927,ACC000949,Commande 3927,Closed Won,80322.3,100.0,2023-09-08,2023-04-27,Site Web,Client Existant - Renouvellement,
OPP00003928,3928,ACC000694,Commande 3928,Closed Won,81196.75,100.0,2022-07-16,2021-10-09,Demarchage,Client Existant - Reduction,17
OPP00003929,3929,ACC000054,Commande 3929,Proposition,9093.49,51.5,2023-03-20,2022-04-03,Site Web,Client Existant - Renouvellement,71
OPP00003930,3930,ACC000008,Commande 3930,Closed Won,87419.04,100.0,2023-11-30,2023-09-24,Partenaire,Client Existant - Renouvellement,20
OPP00003931,3931,ACC000473,Commande 3931,Qualification,67978.25,19.8,2025-01-17,2024-02-23,Partenaire,Nouveau Client,
OPP00003932,3932,ACC000680,Commande 3932,Analyse,65134.6,31.8,2022-02-19,2021-07-20,Site Web,Client Existant - Renouvellement,
OPP00003933,3933,ACC000273,Commande 3933,Closed Won,96058.85,100.0,2022-04-11,2021-08-10,Reseaux Sociaux,Client Existant - Extension,62
OPP00003934,3934,ACC000485,Commande 3934,Closed Won,71147.44,100.0,2023-10-04,2022-10-19,Email,Client Existant - Reduction,72
OPP00003935,3935,ACC000224,Commande 3935,Closed Won,98297.82,100.0,2022-06-09,2022-03-08,Demarchage,Nouveau Client,
OPP00003936,3936,ACC000602,Commande 3936,Closed Won,84080.01,100.0,2024-01-26,2023-09-15,Demarchage,Client Existant - Extension,97
OPP00003937,3937,ACC000047,Commande 3937,Negociation,68859.71,74.3,2024-11-18,2024-07-02,Site Web,Client Existant - Extension,
OPP00003938,3938,ACC000416,Commande 3938,Closed Won,66249.28,100.0,2024-06-13,2024-04-21,Salon du Livre,Nouveau Client,30
OPP00003939,3939,ACC000454,Commande 3939,Closed Won,63491.99,100.0,2025-02-24,2024-07-25,Salon du Livre,Client Existant - Reduction,
OPP00003940,3940,ACC000282,Commande 3940,Closed Won,65294.89,100.0,2023-01-21,2022-05-18,Salon du Livre,Client Existant - Reduction,
OPP00003941,3941,ACC000600,Commande 3941,Closed Won,19877.08,100.0,2023-07-16,2022-08-03,Recommandation,Client Existant - Extension,
OPP00003942,3942,ACC000561,Commande 3942,Negociation,28701.04,63.1,2023-02-21,2022-11-01,Site Web,Client Existant - Extension,
OPP00003943,3943,ACC000645,Commande 3943,Closed Won,89176.51,100.0,2024-12-07,2024-02-11,Demarchage,Nouveau Client,
OPP00003944,3944,ACC000308,Commande 3944,Qualification,55369.64,57.0,2022-11-10,2022-03-05,Reseaux Sociaux,Client Existant - Renouvellement,
OPP00003945,3945,ACC000552,Commande 3945,Qualification,10984.78,73.8,2024-06-10,2023-12-06,Email,Client Existant - Extension,48
OPP00003946,3946,ACC000323,Commande 3946,Closed Won,54446.17,100.0,2023-04-07,2022-06-29,Partenaire,Client Existant - Reduction,
OPP00003947,3947,ACC000673,Commande 3947,Proposition,8206.77,44.2,2022-10-24,2021-12-19,Site Web,Nouveau Client,30
OPP00003948,3948,ACC000268,Commande 3948,Closed Won,90244.89,100.0,2024-07-05,2024-05-28,Email,Nouveau Client,21
OPP00003949,3949,ACC000829,Commande 3949,Analyse,98803.81,18.7,2024-06-04,2024-01-20,Email,Client Existant - Extension,
OPP00003950,3950,ACC000828,Commande 3950,Analyse,5653.07,17.7,2022-09-24,2021-10-18,Partenaire,Nouveau Client,61
OPP00003951,3951,ACC000465,Commande 3951,Analyse,83993.67,21.9,2022-12-08,2022-08-13,Recommandation,Client Existant - Reduction,25
OPP00003952,3952,ACC000317,Commande 3952,Closed Won,93382.41,100.0,2023-06-25,2023-04-11,Reseaux Sociaux,Client Existant - Extension,98
OPP00003953,3953,ACC000265,Commande 3953,Closed Won,24735.33,100.0,2023-03-25,2022-12-22,Partenaire,Client Existant - Reduction,37
OPP00003954,3954,ACC000633,Commande 3954,Qualification,11812.92,18.8,2023-05-17,2023-01-13,Email,Client Existant - Extension,91
OPP00003955,3955,ACC000350,Commande 3955,Negociation,43387.89,53.5,2022-07-11,2021-09-01,Partenaire,Client Existant - Reduction,22
OPP00003956,3956,ACC000474,Commande 3956,Qualification,88331.18,72.5,2024-03-11,2023-06-20,Email,Nouveau Client,
OPP00003957,3957,ACC000927,Commande 3957,Proposition,41457.31,46.8,2024-08-08,2023-10-28,Salon du Livre,Client Existant - Renouvellement,
OPP00003958,3958,ACC000172,Commande 3958,Qualification,92640.64,63.6,2023-02-21,2022-09-30,Salon du Livre,Nouveau Client,
OPP00003959,3959,ACC000172,Commande 3959,Proposition,77814.37,31.4,2024-01-21,2023-04-24,Recommandation,Client Existant - Renouvellement,
OPP00003960,3960,ACC000861,Commande 3960,Closed Won,59907.95,100.0,2023-05-22,2022-08-09,Partenaire,Client Existant - Renouvellement,58
OPP00003961,3961,ACC000491,Commande 3961,Closed Won,71476.58,100.0,2022-07-29,2022-06-23,Reseaux Sociaux,Nouveau Client,29
OPP00003962,3962,ACC000910,Commande 3962,Negociation,69833.64,53.5,2022-05-18,2021-12-11,Reseaux Sociaux,Client Existant - Extension,
OPP00003963,3963,ACC000230,Commande 3963,Closed Won,67182.4,100.0,2023-11-19,2023-03-21,Reseaux Sociaux,Nouveau Client,37
OPP00003964,3964,ACC000171,Commande 3964,Negociation,7601.32,33.3,2024-08-24,2024-05-01,Reseaux Sociaux,Client Existant - Extension,91
OPP00003965,3965,ACC000561,Commande 3965,Analyse,78554.36,64.8,2024-04-01,2023-06-12,Reseaux Sociaux,Client Existant - Reduction,
OPP00003966,3966,ACC000691,Commande 3966,Proposition,30788.28,50.6,2025-01-09,2024-08-25,Recommandation,Client Existant - Extension,79
OPP00003967,3967,ACC000081,Commande 3967,Proposition,5749.14,64.2,2024-01-09,2023-08-02,Site Web,Client Existant - Extension,78
OPP00003968,3968,ACC000498,Commande 3968,Closed Won,43530.17,100.0,2022-11-20,2022-06-21,Partenaire,Client Existant - Extension,
OPP00003969,3969,ACC000429,Commande 3969,Analyse,40168.23,31.6,2022-08-25,2022-03-20,Site Web,Client Existant - Reduction,
OPP00003970,3970,ACC000362,Commande 3970,Qualification,81639.43,55.5,2022-10-30,2022-07-15,Salon du Livre,Client Existant - Extension,49
OPP00003971,3971,ACC000642,Commande 3971,Qualification,19421.54,35.4,2023-09-24,2022-11-20,Salon du Livre,Nouveau Client,98
OPP00003972,3972,ACC000229,Commande 3972,Qualification,64019.31,78.3,2023-07-25,2023-05-17,Partenaire,Client Existant - Renouvellement,13
OPP00003973,3973,ACC000528,Commande 3973,Qualification,50198.14,12.8,2023-08-27,2022-10-31,Recommandation,Client Existant - Renouvellement,27
OPP00003974,3974,ACC000028,Commande 3974,Analyse,34256.95,18.2,2021-11-24,2021-10-04,Demarchage,Nouveau Client,17
OPP00003975,3975,ACC000545,Commande 3975,Closed Won,7730.51,100.0,2024-02-07,2023-05-03,Site Web,Nouveau Client,
OPP00003976,3976,ACC000563,Commande 3976,Closed Won,74890.7,100.0,2022-07-24,2022-01-02,Salon du Livre,Client Existant - Renouvellement,
OPP00003977,3977,ACC000640,Commande 3977,Closed Won,47929.2,100.0,2022-08-04,2022-05-15,Demarchage,Client Existant - Renouvellement,
OPP00003978,3978,ACC000233,Commande 3978,Qualification,26035.65,24.7,2023-11-10,2023-01-22,Site Web,Nouveau Client,
OPP00003979,3979,ACC000900,Commande 3979,Closed Won,65324.0,100.0,2021-11-09,2021-07-25,Salon du Livre,Client Existant - Extension,96
OPP00003980,3980,ACC000559,Commande 3980,Qualification,20687.75,11.6,2023-10-28,2023-07-07,Partenaire,Client Existant - Reduction,
OPP00003981,3981,ACC000351,Commande 3981,Analyse,85029.69,48.8,2021-08-09,2021-06-19,Recommandation,Client Existant - Reduction,
OPP00003982,3982,ACC000011,Commande 3982,Negociation,38332.73,18.7,2024-04-05,2023-09-18,Email,Nouveau Client,74
OPP00003983,3983,ACC000429,Commande 3983,Qualification,75404.96,28.7,2024-02-23,2023-11-27,Salon du Livre,Nouveau Client,
OPP00003984,3984,ACC000031,Commande 3984,Analyse,80755.06,73.7,2025-08-02,2024-08-24,Salon du Livre,Client Existant - Reduction,6
OPP00003985,3985,ACC000469,Commande 3985,Proposition,75100.71,15.6,2024-02-11,2023-04-25,Recommandation,Client Existant - Reduction,96
OPP00003986,3986,ACC000941,Commande 3986,Analyse,97626.58,33.8,2022-04-25,2022-02-27,Partenaire,Client Existant - Reduction,35
OPP00003987,3987,ACC000079,Commande 3987,Closed Won,91039.08,100.0,2024-03-30,2023-07-20,Site Web,Client Existant - Renouvellement,61
OPP00003988,3988,ACC000113,Commande 3988,Negociation,18359.09,13.0,2023-09-28,2023-01-16,Site Web,Nouveau Client,14
OPP00003989,3989,ACC000357,Commande 3989,Negociation,76049.08,21.8,2024-03-09,2023-07-10,Email,Client Existant - Extension,
OPP00003990,3990,ACC000249,Commande 3990,Closed Won,40056.56,100.0,2023-06-02,2022-06-05,Reseaux Sociaux,Client Existant - Renouvellement,
OPP00003991,3991,ACC000046,Commande 3991,Closed Won,73781.95,100.0,2023-08-08,2023-06-28,Reseaux Sociaux,Client Existant - Extension,
OPP00003992,3992,ACC000857,Commande 3992,Proposition,94350.0,78.0,2022-06-30,2021-06-30,Site Web,Nouveau Client,
OPP00003993,3993,ACC000412,Commande 3993,Qualification,11148.72,69.3,2023-03-26,2022-05-24,Email,Nouveau Client,
OPP00003994,3994,ACC000182,Commande 3994,Negociation,76815.42,61.5,2023-09-01,2023-05-19,Reseaux Sociaux,Client Existant - Renouvellement,96
OPP00003995,3995,ACC000628,Commande 3995,Proposition,63527.0,51.9,2023-08-18,2022-12-19,Site Web,Client Existant - Renouvellement,
